transaction_iD,transaction_date,product_id,product_name,quantity,unit_price,total_price
R000250,2023-10-26,P050,無印良品ウールブレンドコート＜半額セール＞,1,5000,5000
R000251,2023-11-27,P051,ユニクロ スウェットパーカー【店頭】[閉店セール],2,2500,5000
R000252,2023-12-28,P052,ﾘﾈﾝｼャﾂ（期間限定）,3,2800,8400
R000253,2023-01-01,P053,ユニクロストレッチジャケット【期間限定】,4,3500,14000
R000254,2023-02-02,P054,GU Tシャツ【店頭】（期間限定）,5,1200,6000
R000255,2023-03-03,P055,無印良品 シンプルワンピース（期間限定）,1,4000,4000
R000256,2023-04-04,P056,パイロットG2ジェルペン（期間限定）,2,150,300
R000257,2023-05-05,P057,三菱鉛筆 ユニ【店頭】（期間限定）,3,120,360
R000258,2023-06-06,P058,キャンパスノート［半額セール］,4,200,800
R000259,2023-07-07,P059,ゼブﾗﾏｲﾙドﾗｲﾅｰ（期間限定）,5,180,900
R000260,2023-08-08,P060,トンボ鉛筆 モノ消しゴム【店頭】（半額セール）,1,100,100
R000261,2023-09-09,P061,Pentel EnerGel【半額セール】,2,180,360
R000262,2023-10-10,P062,パイロットフリクションペン【半額セール】,3,130,390
R000263,2023-11-11,P063,ぺんてる シャープペンシル【店頭】【期間限定】,4,160,640
R000264,2023-12-12,P064,ボールペン[半額セール],5,150,750
R000265,2023-01-13,P065,プラスカラーペンセット【期間限定】,1,250,250
R000266,2023-02-14,P066,ﾀｶﾗﾄﾐｰ プﾗﾚｰﾙ【店頭】（期間限定）,2,2800,5600
R000267,2023-03-15,P067,バンダイ たまごっち［期間限定］,3,1200,3600
R000268,2023-04-16,P068,バンダイ仮面ライダーアクションフィギュア［半額セール］,4,3200,12800
R000269,2023-05-17,P069,タカラトミー トミカ【店頭】[半額セール],5,1500,7500
R000270,2023-06-18,P070,トランスフォーマー[半額セール],1,3500,3500
R000271,2023-07-19,P071,バンダイデジモンカード【半額セール】,2,500,1000
R000272,2023-08-20,P072,バンダイ スーパーロボットアクションフィギュア【店頭】（期間限定）,3,4000,12000
R000273,2023-09-21,P073,ﾀｶﾗﾄﾐｰ ｳﾙﾄﾗﾏﾝﾌィギュｱ[半額セール],4,3000,12000
R000274,2023-10-22,P074,バンダイミニ四駆[半額セール],5,2000,10000
R000275,2023-11-23,P075,ソニー ワイヤレススピーカー ｓｒｓ－ｘｂ１２【店頭】（期間限定）,1,8000,8000
R000276,2023-12-24,P076,ポータブルスピーカー[半額セール],2,6000,12000
R000277,2023-01-25,P077,シャープスマートウォッチ＜期間限定＞,3,18000,54000
R000278,2023-02-26,P078,日立 デジタルサイネージ【店頭】[半額セール],4,95000,380000
R000279,2023-03-27,P079,パナソニック 電子レンジ（期間限定）,5,15000,75000
R000280,2023-04-28,P080,ｿﾆｰブﾙｰﾚｲプﾚｰﾔｰ［半額セール］,1,12000,12000
R000281,2023-05-01,P081,LG OLED55C1【店頭】［期間限定］,2,180000,360000
R000282,2023-06-02,P082,LEDテレビ 55型＜期間限定＞,3,70000,210000
R000283,2023-07-03,P083,パナソニック冷蔵庫NR-F603M[期間限定],4,90000,360000
R000284,2023-08-04,P084,シャープ 空気清浄機【店頭】（期間限定）,5,22000,110000
R000285,2023-09-05,P085,日立 炊飯器 rz-mシリーズ[閉店セール],1,30000,30000
R000286,2023-10-06,P086,三菱ＩＨクッキングヒーター[半額セール],2,45000,90000
R000287,2023-11-07,P087,ｿﾆｰ ゲｰﾑ機 PLAYSTATION5【店頭】［半額セール］,3,50000,150000
R000288,2023-12-08,P088,SWITCH[半額セール],4,40000,160000
R000289,2023-01-09,P089,マイクロソフトXboxSeriesX（期間限定）,5,55000,275000
R000290,2023-02-10,P090,パナソニック ビエラ ブルーレイレコーダー【店頭】【閉店セール】,1,35000,35000
R000291,2023-03-11,P091,シャープ スマートフォン AQUOS R6［半額セール］,2,70000,140000
R000292,2023-04-12,P092,ソニーデジタル一眼レフα7RIV＜半額セール＞,3,250000,750000
R000293,2023-05-13,P093,キヤノン EOS 90D【店頭】[閉店セール],4,150000,600000
R000294,2023-06-14,P094,X-T4[半額セール],5,170000,850000
R000295,2023-07-15,P095,オリンパスpen-f（期間限定）,1,140000,140000
R000296,2023-08-16,P096,ニコン Z6 II【店頭】[期間限定],2,200000,400000
R000297,2023-09-17,P097,キャノン ｉｍａｇｅＰＲＯＧＲＡＦ ＰＲＯ－１０００[半額セール],3,300000,900000
R000298,2023-10-18,P098,エプソンスキャナーPerfectionV39［半額セール］,4,25000,100000
R000299,2023-11-19,P099,リコー MP C4504【店頭】[半額セール],5,80000,400000
R000300,2023-12-20,P100,taskalfa 2552ci【半額セール】,1,250000,250000
R000301,2023-01-21,P001,ｿﾆｰBRAVIAKJ-55X9500G［半額セール］,2,150000,300000
R000302,2023-02-22,P002,パナソニック VIERA TH-55FX700M【店頭】【期間限定】,3,120000,360000
R000303,2023-03-23,P003,シャープ AQUOS 4T KJ-55X7000【閉店セール】,4,110000,440000
R000304,2023-04-24,P004,日清カップヌードル[閉店セール],5,200,1000
R000305,2023-05-25,P005,キリン 一番搾りビール【店頭】（期間限定）,1,400,400
R000306,2023-06-26,P006,アタック洗剤（期間限定）,2,800,1600
R000307,2023-07-27,P007,ユニクロヒートテックTシャツ【期間限定】,3,1500,4500
R000308,2023-08-28,P008,無印良品 ｵｰガﾆッｸｺッﾄﾝｼャﾂ【店頭】＜半額セール＞,4,2500,10000
R000309,2023-09-01,P009,パイロット フリクションボールペン＜期間限定＞,5,100,500
R000310,2023-10-02,P010,タカラトミーガンダムフィギュア[半額セール],1,3000,3000
R000311,2023-11-03,P011,東芝 REGZA 43S32【店頭】（期間限定）,2,70000,140000
R000312,2023-12-04,P012,ミルクチョコレート＜期間限定＞,3,150,450
R000313,2023-01-05,P013,ライオンレノアハピネス＜半額セール＞,4,500,2000
R000314,2023-02-06,P014,三菱エアコン MSZ-GV3519【店頭】［半額セール］,5,90000,450000
R000315,2023-03-07,P015,森永 ｴﾝゼﾙパｲ［半額セール］,1,300,300
R000316,2023-04-08,P016,日立4Kスマートテレビ＜半額セール＞,2,80000,160000
R000317,2023-05-09,P017,パナソニック 4Kプロジェクター【店頭】[期間限定],3,130000,390000
R000318,2023-06-10,P018,加湿器 HX-50[閉店セール],4,15000,60000
R000319,2023-07-11,P019,ソニーワイヤレスヘッドホンＷＨ－１０００ＸＭ４（期間限定）,5,90000,450000
R000320,2023-08-12,P020,パナソニック 掃除機 mc-cl883【店頭】[期間限定],1,75000,75000
R000321,2023-09-13,P021,東芝 ノンフロン冷蔵庫（期間限定）,2,85000,170000
R000322,2023-10-14,P022,日立ドﾗﾑ式洗濯機（半額セール）,3,100000,300000
R000323,2023-11-15,P023,パナソニック エアコン CS-XE【店頭】【閉店セール】,4,95000,380000
R000324,2023-12-16,P024,デジタルカメラ α7 III[閉店セール],5,200000,1000000
R000325,2023-01-17,P025,キヤノンeosr6（期間限定）,1,230000,230000
R000326,2023-02-18,P026,富士通 ノートパソコン FMV【店頭】＜期間限定＞,2,80000,160000
R000327,2023-03-19,P027,NEC ValueBook＜半額セール＞,3,85000,255000
R000328,2023-04-20,P028,オリンパスOM-DE-M10（期間限定）,4,120000,480000
R000329,2023-05-21,P029,ｷャﾉﾝ PIXMA iX6820【店頭】＜期間限定＞,5,25000,125000
R000330,2023-06-22,P030,エコタンク ｅｔ－２７５０［半額セール］,1,35000,35000
R000331,2023-07-23,P031,リコーIMC200【期間限定】,2,40000,80000
R000332,2023-08-24,P032,京セラ DS-300【店頭】【期間限定】,3,45000,135000
R000333,2023-09-25,P033,日清 どん兵衛＜半額セール＞,4,220,880
R000334,2023-10-26,P034,サントリーザ・プレミアムモルツ【閉店セール】,5,500,2500
R000335,2023-11-27,P035,ヤクルト 1000【店頭】［期間限定］,1,250,250
R000336,2023-12-28,P036,ｶﾚｰﾙｳ【閉店セール】,2,300,600
R000337,2023-01-01,P037,マルちゃん正麺＜半額セール＞,3,250,750
R000338,2023-02-02,P038,江崎グリコ ポッキー【店頭】［半額セール］,4,150,600
R000339,2023-03-03,P039,ロッテ ガーナミルクチョコレート＜半額セール＞,5,180,900
R000340,2023-04-04,P040,クラシエサッポロ一番【期間限定】,1,210,210
R000341,2023-05-05,P041,カゴメ トマトジュース【店頭】[閉店セール],2,180,360
R000342,2023-06-06,P042,ソフィ（期間限定）,3,350,1050
R000343,2023-07-07,P043,P&Gｱﾘｴｰﾙ洗濯洗剤[半額セール],4,800,3200
R000344,2023-08-08,P044,資生堂 TSUBAKIシャンプー【店頭】【期間限定】,5,1200,6000
R000345,2023-09-09,P045,大正製薬 サロンパス[閉店セール],1,400,400
R000346,2023-10-10,P046,ロート製薬ムヒ【閉店セール】,2,500,1000
R000347,2023-11-11,P047,カネボウ ハンドクリーム【店頭】（期間限定）,3,700,2100
R000348,2023-12-12,P048,ソフィ 洗濯柔軟剤［半額セール］,4,300,1200
R000349,2023-01-13,P049,ユニクロジーンズ[半額セール],5,3000,15000
R000350,2023-02-14,P050,無印良品 ｳｰﾙブﾚﾝドｺｰﾄ【店頭】＜期間限定＞,1,5000,5000
R000351,2023-03-15,P051,ユニクロ スウェットパーカー【期間限定】,2,2500,5000
R000352,2023-04-16,P052,無印良品リネンシャツ＜半額セール＞,3,2800,8400
R000353,2023-05-17,P053,ユニクロ ストレッチジャケット【店頭】＜半額セール＞,4,3500,14000
R000354,2023-06-18,P054,Tシャツ【半額セール】,5,1200,6000
R000355,2023-07-19,P055,無印良品シンプルワンピース＜期間限定＞,1,4000,4000
R000356,2023-08-20,P056,パイロット G2 ジェルペン【店頭】（期間限定）,2,150,300
R000357,2023-09-21,P057,三菱鉛筆 ﾕﾆ【期間限定】,3,120,360
R000358,2023-10-22,P058,コクヨキャンパスノート＜半額セール＞,4,200,800
R000359,2023-11-23,P059,ゼブラ マイルドライナー【店頭】（期間限定）,5,180,900
R000360,2023-12-24,P060,モノ消しゴム【閉店セール】,1,100,100
R000361,2023-01-25,P061,PentelEnerGel＜期間限定＞,2,180,360
R000362,2023-02-26,P062,パイロット フリクションペン【店頭】［期間限定］,3,130,390
R000363,2023-03-27,P063,ぺんてる シャープペンシル（期間限定）,4,160,640
R000364,2023-04-28,P064,ｸﾗﾌﾄﾏﾝボｰﾙペﾝ【半額セール】,5,150,750
R000365,2023-05-01,P065,プラス カラーペンセット【店頭】【期間限定】,1,250,250
R000366,2023-06-02,P066,プラレール［期間限定］,2,2800,5600
R000367,2023-07-03,P067,バンダイたまごっち［半額セール］,3,1200,3600
R000368,2023-08-04,P068,バンダイ 仮面ライダーアクションフィギュア【店頭】（半額セール）,4,3200,12800
R000369,2023-09-05,P069,タカラトミー トミカ（期間限定）,5,1500,7500
R000370,2023-10-06,P070,バンダイトランスフォーマー＜期間限定＞,1,3500,3500
R000371,2023-11-07,P071,バﾝダｲ デジﾓﾝｶｰド【店頭】[閉店セール],2,500,1000
R000372,2023-12-08,P072,スーパーロボットアクションフィギュア[閉店セール],3,4000,12000
R000373,2023-01-09,P073,タカラトミーウルトラマンフィギュア（期間限定）,4,3000,12000
R000374,2023-02-10,P074,バンダイ ミニ四駆【店頭】（半額セール）,5,2000,10000
R000375,2023-03-11,P075,ソニー ワイヤレススピーカー srs-xb12［期間限定］,1,8000,8000
R000376,2023-04-12,P076,パナソニックポータブルスピーカー［期間限定］,2,6000,12000
R000377,2023-05-13,P077,シャープ スマートウォッチ【店頭】（期間限定）,3,18000,54000
R000378,2023-06-14,P078,デジﾀﾙｻｲﾈｰジ[閉店セール],4,95000,380000
R000379,2023-07-15,P079,パナソニック電子レンジ【半額セール】,5,15000,75000
R000380,2023-08-16,P080,ソニー ブルーレイプレーヤー【店頭】＜期間限定＞,1,12000,12000
R000381,2023-09-17,P081,LG OLED55C1【閉店セール】,2,180000,360000
R000382,2023-10-18,P082,東芝LEDテレビ55型［半額セール］,3,70000,210000
R000383,2023-11-19,P083,パナソニック 冷蔵庫 NR-F603M【店頭】[閉店セール],4,90000,360000
R000384,2023-12-20,P084,空気清浄機[半額セール],5,22000,110000
R000385,2023-01-21,P085,日立炊飯器ｒｚ－ｍｼﾘｰズ（半額セール）,1,30000,30000
R000386,2023-02-22,P086,三菱 IHクッキングヒーター【店頭】[閉店セール],2,45000,90000
R000387,2023-03-23,P087,ソニー ゲーム機 PLAYSTATION5[期間限定],3,50000,150000
R000388,2023-04-24,P088,任天堂SWITCH＜期間限定＞,4,40000,160000
R000389,2023-05-25,P089,マイクロソフト Xbox Series X【店頭】［期間限定］,5,55000,275000
R000390,2023-06-26,P090,ビエラ ブルーレイレコーダー＜半額セール＞,1,35000,35000
R000391,2023-07-27,P091,シャープスマートフォンAQUOSR6[期間限定],2,70000,140000
R000392,2023-08-28,P092,ｿﾆｰ デジﾀﾙ一眼ﾚﾌ α7R IV【店頭】（期間限定）,3,250000,750000
R000393,2023-09-01,P093,キヤノン EOS 90D［半額セール］,4,150000,600000
R000394,2023-10-02,P094,富士フイルムX-T4［半額セール］,5,170000,850000
R000395,2023-11-03,P095,オリンパス pen-f【店頭】（期間限定）,1,140000,140000
R000396,2023-12-04,P096,Ｚ６ ＩＩ＜半額セール＞,2,200000,400000
R000397,2023-01-05,P097,キャノンimagePROGRAFPRO-1000[閉店セール],3,300000,900000
R000398,2023-02-06,P098,エプソン スキャナー Perfection V39【店頭】［半額セール］,4,25000,100000
R000399,2023-03-07,P099,ﾘｺｰ MP C4504【閉店セール】,5,80000,400000
R000400,2023-04-08,P100,京セラtaskalfa2552ci【期間限定】,1,250000,250000
R000401,2023-05-09,P001,ソニー BRAVIA KJ-55X9500G【店頭】[期間限定],2,150000,300000
R000402,2023-06-10,P002,VIERA TH-55FX700M【半額セール】,3,120000,360000
R000403,2023-07-11,P003,シャープAQUOS4TKJ-55X7000[期間限定],4,110000,440000
R000404,2023-08-12,P004,日清 カップヌードル【店頭】＜半額セール＞,5,200,1000
R000405,2023-09-13,P005,キリン 一番搾りビール【閉店セール】,1,400,400
R000406,2023-10-14,P006,花王ｱﾀッｸ洗剤（期間限定）,2,800,1600
R000407,2023-11-15,P007,ユニクロ ヒートテックＴシャツ【店頭】[閉店セール],3,1500,4500
R000408,2023-12-16,P008,オーガニックコットンシャツ【閉店セール】,4,2500,10000
R000409,2023-01-17,P009,パイロットフリクションボールペン【閉店セール】,5,100,500
R000410,2023-02-18,P010,タカラトミー ガンダムフィギュア【店頭】＜半額セール＞,1,3000,3000
R000411,2023-03-19,P011,東芝 REGZA 43S32【期間限定】,2,70000,140000
R000412,2023-04-20,P012,明治ミルクチョコレート＜半額セール＞,3,150,450
R000413,2023-05-21,P013,ﾗｲｵﾝ ﾚﾉｱﾊピﾈｽ【店頭】[半額セール],4,500,2000
R000414,2023-06-22,P014,MSZ-GV3519[期間限定],5,90000,450000
R000415,2023-07-23,P015,森永エンゼルパイ（期間限定）,1,300,300
R000416,2023-08-24,P016,日立 4Kスマートテレビ【店頭】【閉店セール】,2,80000,160000
R000417,2023-09-25,P017,パナソニック 4Kプロジェクター[閉店セール],3,130000,390000
R000418,2023-10-26,P018,シャープ加湿器ＨＸ－５０［期間限定］,4,15000,60000
R000419,2023-11-27,P019,ソニー ワイヤレスヘッドホン WH-1000XM4【店頭】＜期間限定＞,5,90000,450000
R000420,2023-12-28,P020,掃除機 mc-cl883（期間限定）,1,75000,75000
R000421,2023-01-01,P021,東芝ノンフロン冷蔵庫（半額セール）,2,85000,170000
R000422,2023-02-02,P022,日立 ドラム式洗濯機【店頭】（半額セール）,3,100000,300000
R000423,2023-03-03,P023,パナソニック エアコン CS-XE[閉店セール],4,95000,380000
R000424,2023-04-04,P024,ソニーデジタルカメラα7III[期間限定],5,200000,1000000
R000425,2023-05-05,P025,キヤノン eos r6【店頭】（半額セール）,1,230000,230000
R000426,2023-06-06,P026,ノートパソコン FMV（半額セール）,2,80000,160000
R000427,2023-07-07,P027,NECValueBook［半額セール］,3,85000,255000
R000428,2023-08-08,P028,オリンパス OM-D E-M10【店頭】（半額セール）,4,120000,480000
R000429,2023-09-09,P029,キャノン ＰＩＸＭＡ ｉＸ６８２０＜半額セール＞,5,25000,125000
R000430,2023-10-10,P030,エプソンエコタンクet-2750【期間限定】,1,35000,35000
R000431,2023-11-11,P031,リコー IM C200【店頭】＜期間限定＞,2,40000,80000
R000432,2023-12-12,P032,DS-300（半額セール）,3,45000,135000
R000433,2023-01-13,P033,日清どん兵衛【半額セール】,4,220,880
R000434,2023-02-14,P034,ｻﾝﾄﾘｰ ザ・プﾚﾐｱﾑﾓﾙﾂ【店頭】［半額セール］,5,500,2500
R000435,2023-03-15,P035,ヤクルト 1000【半額セール】,1,250,250
R000436,2023-04-16,P036,ハウス食品カレールウ【閉店セール】,2,300,600
R000437,2023-05-17,P037,マルちゃん 正麺【店頭】【半額セール】,3,250,750
R000438,2023-06-18,P038,ポッキー（半額セール）,4,150,600
R000439,2023-07-19,P039,ロッテガーナミルクチョコレート（半額セール）,5,180,900
R000440,2023-08-20,P040,クラシエ サッポロ一番【店頭】【半額セール】,1,210,210
R000441,2023-09-21,P041,ｶゴﾒ ﾄﾏﾄジュｰｽ【閉店セール】,2,180,360
R000442,2023-10-22,P042,ユニ・チャームソフィ[期間限定],3,350,1050
R000443,2023-11-23,P043,P&G アリエール洗濯洗剤【店頭】＜半額セール＞,4,800,3200
R000444,2023-12-24,P044,TSUBAKIシャンプー＜期間限定＞,5,1200,6000
R000445,2023-01-25,P045,大正製薬サロンパス＜期間限定＞,1,400,400
R000446,2023-02-26,P046,ロート製薬 ムヒ【店頭】[閉店セール],2,500,1000
R000447,2023-03-27,P047,カネボウ ハンドクリーム＜期間限定＞,3,700,2100
R000448,2023-04-28,P048,花王ｿﾌィ洗濯柔軟剤（半額セール）,4,300,1200
R000449,2023-05-01,P049,ユニクロ ジーンズ【店頭】【半額セール】,5,3000,15000
R000450,2023-06-02,P050,ウールブレンドコート＜半額セール＞,1,5000,5000
R000451,2023-07-03,P051,ユニクロスウェットパーカー［期間限定］,2,2500,5000
R000452,2023-08-04,P052,無印良品 リネンシャツ【店頭】【期間限定】,3,2800,8400
R000453,2023-09-05,P053,ユニクロ ストレッチジャケット【閉店セール】,4,3500,14000
R000454,2023-10-06,P054,GUTシャツ＜半額セール＞,5,1200,6000
R000455,2023-11-07,P055,無印良品 ｼﾝプﾙﾜﾝピｰｽ【店頭】［期間限定］,1,4000,4000
R000456,2023-12-08,P056,G2 ジェルペン[期間限定],2,150,300
R000457,2023-01-09,P057,三菱鉛筆ユニ＜半額セール＞,3,120,360
R000458,2023-02-10,P058,コクヨ キャンパスノート【店頭】（期間限定）,4,200,800
R000459,2023-03-11,P059,ゼブラ マイルドライナー［半額セール］,5,180,900
R000460,2023-04-12,P060,トンボ鉛筆モノ消しゴム（期間限定）,1,100,100
R000461,2023-05-13,P061,Pentel EnerGel【店頭】＜半額セール＞,2,180,360
R000462,2023-06-14,P062,ﾌﾘｸｼョﾝペﾝ（半額セール）,3,130,390
R000463,2023-07-15,P063,ぺんてるシャープペンシル＜期間限定＞,4,160,640
R000464,2023-08-16,P064,クラフトマン ボールペン【店頭】［半額セール］,5,150,750
R000465,2023-09-17,P065,プラス カラーペンセット（期間限定）,1,250,250
R000466,2023-10-18,P066,タカラトミープラレール[閉店セール],2,2800,5600
R000467,2023-11-19,P067,バンダイ たまごっち【店頭】＜期間限定＞,3,1200,3600
R000468,2023-12-20,P068,仮面ライダーアクションフィギュア［半額セール］,4,3200,12800
R000469,2023-01-21,P069,ﾀｶﾗﾄﾐｰﾄﾐｶ＜半額セール＞,5,1500,7500
R000470,2023-02-22,P070,バンダイ トランスフォーマー【店頭】[半額セール],1,3500,3500
R000471,2023-03-23,P071,バンダイ デジモンカード【半額セール】,2,500,1000
R000472,2023-04-24,P072,バンダイスーパーロボットアクションフィギュア【閉店セール】,3,4000,12000
R000473,2023-05-25,P073,タカラトミー ウルトラマンフィギュア【店頭】［半額セール］,4,3000,12000
R000474,2023-06-26,P074,ミニ四駆[半額セール],5,2000,10000
R000475,2023-07-27,P075,ソニーワイヤレススピーカーsrs-xb12【半額セール】,1,8000,8000
R000476,2023-08-28,P076,パﾅｿﾆッｸ ポｰﾀブﾙｽピｰｶｰ【店頭】[期間限定],2,6000,12000
R000477,2023-09-01,P077,シャープ スマートウォッチ[閉店セール],3,18000,54000
R000478,2023-10-02,P078,日立デジタルサイネージ【半額セール】,4,95000,380000
R000479,2023-11-03,P079,パナソニック 電子レンジ【店頭】［期間限定］,5,15000,75000
R000480,2023-12-04,P080,ブルーレイプレーヤー[期間限定],1,12000,12000
R000481,2023-01-05,P081,LGOLED55C1【期間限定】,2,180000,360000
R000482,2023-02-06,P082,東芝 LEDテレビ 55型【店頭】【半額セール】,3,70000,210000
R000483,2023-03-07,P083,パﾅｿﾆッｸ 冷蔵庫 NR-F603M[閉店セール],4,90000,360000
R000484,2023-04-08,P084,シャープ空気清浄機［半額セール］,5,22000,110000
R000485,2023-05-09,P085,日立 炊飯器 rz-mシリーズ【店頭】【期間限定】,1,30000,30000
R000486,2023-06-10,P086,IHクッキングヒーター[半額セール],2,45000,90000
R000487,2023-07-11,P087,ソニーゲーム機PLAYSTATION5（期間限定）,3,50000,150000
R000488,2023-08-12,P088,任天堂 SWITCH【店頭】（期間限定）,4,40000,160000
R000489,2023-09-13,P089,マイクロソフト Xbox Series X【半額セール】,5,55000,275000
R000490,2023-10-14,P090,パﾅｿﾆッｸビｴﾗブﾙｰﾚｲﾚｺｰダｰ［期間限定］,1,35000,35000
R000491,2023-11-15,P091,シャープ スマートフォン AQUOS R6【店頭】[半額セール],2,70000,140000
R000492,2023-12-16,P092,デジタル一眼レフ α7R IV[期間限定],3,250000,750000
R000493,2023-01-17,P093,キヤノンEOS90D[半額セール],4,150000,600000
R000494,2023-02-18,P094,富士フイルム X-T4【店頭】（半額セール）,5,170000,850000
R000495,2023-03-19,P095,オリンパス ｐｅｎ－ｆ【閉店セール】,1,140000,140000
R000496,2023-04-20,P096,ニコンZ6II＜半額セール＞,2,200000,400000
R000497,2023-05-21,P097,ｷャﾉﾝ imagePROGRAF PRO-1000【店頭】【期間限定】,3,300000,900000
R000498,2023-06-22,P098,スキャナー Perfection V39【期間限定】,4,25000,100000
R000499,2023-07-23,P099,リコーMPC4504[半額セール],5,80000,400000
R000500,2023-08-24,P100,京セラ taskalfa 2552ci【店頭】［期間限定］,1,250000,250000
